52943.573183	-21.0099999999984	3.35
53191.07305999985	8.82	2.52
53198.10963999992	18.35	2.96
53199.10968999984	17.79	2.71
53200.02832000004	29.48	2.5
53273.64588	-12.12000000000262	2.6
53604.05287999986	-24.500000000000004	2.18
53962.02938999981	-9.629999999999999	1.9400000000000002
53964.03011999978	-14.07	2.2
53981.83957999991	8.959999999999999	1.91
53983.88414000021	12.98	2.27
54023.73786999984	18.53	2.14
54249.06943000015	-1.5600000000000005	2.0799999999999996
54250.11122999992	-16.98	2.11
54256.083620000165	0.6999999999999993	1.89
54279.05384000018	15.28	2.21
54280.07780000009	22.4	2.87
54304.98078999994	21.759999999999998	1.91
54305.97930999985	24.67	1.86
54306.983510000166	25.81	1.95
54308.00755999982	17.67	2.32
54309.97307999991	22.75	1.96
54310.963969999924	20.69	1.97
54311.962090000045	24.79	1.95
54312.95811000001	26.200000000000003	1.88
54313.9546099999	31.209999999999997	1.95
54314.98918000003	38.05	2.0300000000000002
54319.05290000001	49.11999999999999	1.76
54336.99854000006	35.47	1.48
54339.83046999993	34.650000000000006	1.48
54343.90030999994	15.729999999999999	1.74
54399.76550000021	-21.06	2.18
54428.72441999987	9.629999999999999	2.02
54634.11006999994	30.33	1.99
54635.02451999998	24.319999999999997	1.48
54636.078699999955	21.11	1.8699999999999999
54637.12315999996	26.71	1.91
54638.07365000015	29.88	1.97
54639.08741000015	32.71	1.72
54641.11195999989	47.25	2.04
54642.079520000145	54.67	2.0300000000000002
54644.10800000001	45.35000000000001	2.0100000000000002
54667.0517500001	18.770000000000003	1.99
54672.98096999992	16.0	1.89
54674.920280000195	15.07	2.0300000000000002
54675.92382000014	11.77	1.55
54687.01448999997	0.9199999999999999	1.97
54702.06135000009	-5.949999999999999	1.85
54704.01682000002	1.3599999999999994	1.89
54722.667488	-10.909999999999854	1.5299999999999998
54805.78128999984	2.42	2.0500000000000003
54820.76636999985	7.3	2.32
54821.730810000096	7.7	1.64
54964.12222999986	12.52	2.09
54984.08388999989	-4.720000000000001	2.06
54985.112550000194	-7.15	2.02
55015.01570999995	-8.66	2.0100000000000002
55022.11297000013	-41.17	2.02
55024.10459000012	-28.430000000000003	1.95
55025.107629999984	-27.580000000000002	1.96
55050.98600000003	-31.2	1.74
55052.04272999987	-28.99	1.88
55054.057109999936	-40.14999999999999	1.95
55091.729442	-24.61999999999898	3.17
55108.661019	-2.7600000000020373	1.88
55143.85599000007	11.61	2.44
55166.799829999916	-10.649999999999999	1.96
55168.76488000015	-16.55	2.09
55200.70599000016	-27.09	1.42
55201.70282999985	-29.630000000000006	1.33
55202.7025700002	-24.73	1.79
55321.931648	12.919999999998254	1.91
55328.915245	-10.69999999999709	2.63
55335.929448	-18.909999999999854	1.7
55339.934411	4.81000000000131	1.46
55341.10737999994	4.83	2.0100000000000002
55355.838449	-31.979999999999563	1.73
55370.09189999988	-18.59	1.34
55371.02143999981	-26.62	1.35
55376.812707	-26.959999999999127	1.03
55388.804238	-9.030000000002474	2.52
55391.818218	-18.729999999999563	2.16
55400.870773	-5.229999999999563	2.44
55403.763573	-2.460000000002765	5.8999999999999995
55408.08144999994	5.24	1.83
55409.05311999982	2.6799999999999997	1.2899999999999998
55410.05776000023	2.5199999999999996	1.3
55410.775942	-2.9099999999998545	2.2399999999999998
55411.669766	-2.100000000002183	1.7799999999999998
55412.760397	3.7600000000020373	1.47
55414.686223	2.819999999999709	1.98
55427.753595	9.880000000001019	1.72
55439.716534	17.239999999997963	1.85
55462.9462799998	17.33	0.99
55509.542736	-8.709999999999127	1.96
55518.504311	-20.709999999999127	1.6900000000000002
55523.520987	-5.629999999997381	2.11
55539.520708	-22.889999999999418	1.77
55548.69541999977	1.0499999999999998	1.27
55549.69363000011	-4.74	1.28
55720.055649999995	-1.3000000000000007	1.3
55721.1091	1.9999999999999991	1.35
55750.03262000019	9.39	2.06
55751.03251999989	12.92	1.59
55806.678832	18.270000000000437	0.9600000000000001
55824.908999999985	14.239999999999998	1.79
55825.96500999993	7.5	1.96
55839.83583000023	-19.05	1.25
55840.91257999977	-26.820000000000004	1.2899999999999998
55876.506723	-2.25	1.17
55910.72389000002	7.59	1.8699999999999999
55911.69779000012	10.15	1.24
55912.71140999999	12.870000000000001	1.35
56078.907845	8.5099999999984	5.28
56082.941436	16.11999999999898	2.82
56169.741385	-37.29000000000087	1.6900000000000002
56175.698683	-30.110000000000582	1.5
56181.662617	-15.069999999999709	2.75
56182.664168	-28.11999999999898	2.9099999999999997
56186.659745	-30.260000000002037	1.6
56190.658436	-25.159999999999854	1.49
56197.667684	-16.62000000000262	2.0100000000000002
56199.668913	-15.340000000000146	2.5799999999999996
56201.6845	-20.419999999998254	3.09
56202.554669	-16.470000000001164	2.7399999999999998
56501.680481	-18.649999999997817	0.78
56502.778347	-20.529999999998836	3.14
56506.766001	-25.789999999997235	0.9
56508.79456	-32.42000000000189	0.76
56510.854046	-21.0199999999968	0.74
56514.81082	-23.44999999999709	1.26
56516.807876	-17.4900000000016	1.05
56518.792278	-14.899999999997817	0.78
56520.68531	-6.25	0.7
56531.717311	-6.75	0.74
56532.712064	-10.599999999998545	1.02
56534.719151	-6.31000000000131	0.7699999999999999
56535.599319	-4.209999999999127	1.0399999999999998
56536.621119	-1.6500000000014552	0.87
56537.762172	-1.2099999999991269	0.8
56539.679025	5.869999999998981	1.07
56541.704025	7.620000000002619	0.8
56543.684304	3.529999999998836	0.79
