-4.999999558953156960e-04 9.699998787500108133e-01
-9.999998089531315915e-04 9.699995150000570998e-01
-1.499999456335940080e-03 9.699989087501815765e-01
-1.999998795206216640e-03 9.699980600004550757e-01
-2.499997722726412467e-03 9.699969687509769622e-01
-2.999996136058946661e-03 9.699956350018750229e-01
-3.499993932366196256e-03 9.699940587533052438e-01
-3.999991008810491015e-03 9.699922400054521443e-01
-4.499987262554102155e-03 9.699901787585285540e-01
-4.999982590759235838e-03 9.699878750127757243e-01
-5.499976890588025372e-03 9.699853287684632175e-01
-5.999970059202521661e-03 9.699825400258890173e-01
-6.499961993764687140e-03 9.699795087853795295e-01
-6.999952591436384500e-03 9.699762350472893591e-01
-7.499941749379371476e-03 9.699727188120017551e-01
-7.999929364755291317e-03 9.699689600799281664e-01
-8.499915334725665836e-03 9.699649588515084631e-01
-8.999899556451883276e-03 9.699607151272109373e-01
-9.499881927095195702e-03 9.699562289075323029e-01
-9.999862343816707730e-03 9.699515001929974733e-01
-1.049984070377736958e-02 9.699465289841598947e-01
-1.099981690413796495e-02 9.699413152816013239e-01
-1.149979084205911099e-02 9.699358590859319396e-01
-1.199976241470124098e-02 9.699301603977903419e-01
-1.249973151922460432e-02 9.699242192178434419e-01
-1.299969805278925090e-02 9.699180355467866832e-01
-1.349966191255502941e-02 9.699116093853435983e-01
-1.399962299568157514e-02 9.699049407342663631e-01
-1.449958119932830310e-02 9.698980295943354646e-01
-1.499953642065439928e-02 9.698908759663598111e-01
-1.549948855681881378e-02 9.698834798511766220e-01
-1.599943750498025036e-02 9.698758412496515380e-01
-1.649938316229716470e-02 9.698679601626786217e-01
-1.699932542592774362e-02 9.698598365911802466e-01
-1.749926419302991198e-02 9.698514705361073185e-01
-1.799919936076131363e-02 9.698428619984389432e-01
-1.849913082627930444e-02 9.698340109791827590e-01
-1.899905848674095232e-02 9.698249174793748262e-01
-1.949898223930301988e-02 9.698155815000794044e-01
-1.999890198112195747e-02 9.698060030423893974e-01
-2.049881760935390318e-02 9.697961821074259081e-01
-2.099872902115466552e-02 9.697861186963384617e-01
-2.149863611367971647e-02 9.697758128103051156e-01
-2.199853878408418797e-02 9.697652644505322383e-01
-2.249843692952286159e-02 9.697544736182545089e-01
-2.299833044715015803e-02 9.697434403147351389e-01
-2.349821923412013375e-02 9.697321645412656510e-01
-2.399810318758646699e-02 9.697206462991659892e-01
